"","id","ts.endDateTime.w1","ts.exclusion.age.w1","outgoing1","findfault1","thorough1","nervous1","imagination1","reserved1","trusting1","lazy1","relaxed1","unartistic1","talkative1","original1","quarrels1","tense1","ingenious1","depressed1","enthusiasm1","forgiving1","assertive1","disorganized1","emotionallystable1","inventive1","cold1","perseveres1","moody1","artistic1","shy1","efficient1","calm1","routine1","plans1","reflect1","cooperate1","distracted1","sophisticated1","reliable1","worries1","quiet1","rude1","careless1","helpful1","considerate1","energy1","curious1","talkative2","findfault2","thorough2","depressed2","original2","reserved2","careless2","energy2","quarrels2","tense2","ingenious2","enthusiasm2","forgiving2","disorganized2","trusting2","emotionallystable2","inventive2","assertive2","cold2","perseveres2","connected2","moody2","artistic2","shy2","efficient2","calm2","routine2","plans2","nervous2","reflect2","unartistic2","cooperate2","distracted2","sophisticated2","helpful2","likesothers2","imagination2","outgoing2","lazy2","relaxed2","reliable2","worries2","quiet2","rude2","considerate2","curious2","talkative3","findfault3","thorough3","depressed3","original3","reserved3","careless3","energy3","quarrels3","tense3","ingenious3","enthusiasm3","forgiving3","disorganized3","trusting3","emotionallystable3","inventive3","assertive3","cold3","perseveres3","moody3","artistic3","shy3","efficient3","calm3","routine3","plans3","nervous3","reflect3","unartistic3","cooperate3","distracted3","sophisticated3","helpful3","relaxed3","reliable3","curious3","worries3","imagination3","quiet3","lazy3","considerate3","outgoing3","rude3","talkative_a","findfault_a","thorough_a","depressed_a","original_a","reserved_a","helpful_a","careless_a","relaxed_a","curious_a","energy_a","quarrels_a","reliable_a","tense_a","ingenious_a","enthusiasm_a","forgiving_a","disorganized_a","worries_a","imagination_a","quiet_a","trusting_a","lazy_a","emotionallystable_a","inventive_a","assertive_a","cold_a","perseveres_a","moody_a","artistic_a","shy_a","considerate_a","efficient_a","calm_a","routine_a","outgoing_a","rude_a","plans_a","nervous_a","reflect_a","unartistic_a","cooperate_a","distracted_a","sophisticated_a","talkative_b","findfault_b","thorough_b","depressed_b","original_b","reserved_b","helpful_b","careless_b","relaxed_b","curious_b","energy_b","quarrels_b","reliable_b","tense_b","ingenious_b","enthusiasm_b","forgiving_b","disorganized_b","worries_b","imagination_b","quiet_b","trusting_b","lazy_b","emotionallystable_b","inventive_b","assertive_b","cold_b","perseveres_b","moody_b","artistic_b","shy_b","considerate_b","efficient_b","calm_b","routine_b","outgoing_b","rude_b","plans_b","nervous_b","reflect_b","unartistic_b","cooperate_b","distracted_b","sophisticated_b","talkative_c","findfault_c","thorough_c","depressed_c","original_c","reserved_c","helpful_c","careless_c","relaxed_c","curious_c","energy_c","quarrels_c","reliable_c","tense_c","ingenious_c","enthusiasm_c","forgiving_c","disorganized_c","worries_c","imagination_c","quiet_c","trusting_c","lazy_c","emotionallystable_c","inventive_c","assertive_c","cold_c","perseveres_c","moody_c","artistic_c","shy_c","considerate_c","efficient_c","calm_c","routine_c","outgoing_c","rude_c","plans_c","nervous_c","reflect_c","unartistic_c","cooperate_c","distracted_c","sophisticated_c","talkative_d","findfault_d","thorough_d","depressed_d","original_d","reserved_d","helpful_d","careless_d","relaxed_d","curious_d","energy_d","quarrels_d","reliable_d","tense_d","ingenious_d","enthusiasm_d","forgiving_d","disorganized_d","worries_d","imagination_d","quiet_d","trusting_d","lazy_d","emotionallystable_d","inventive_d","assertive_d","cold_d","perseveres_d","moody_d","artistic_d","shy_d","considerate_d","efficient_d","calm_d","routine_d","outgoing_d","rude_d","plans_d","nervous_d","reflect_d","unartistic_d","cooperate_d","distracted_d","sophisticated_d"
"353",5343,"11/8/13 9:56","11/8/13 12:30",14,9,13,13,13,6,12,5,9,3,12,14,6,5,10,2,14,11,13,7,12,14,6,13,9,11,11,13,12,5,11,13,13,9,11,13,12,10,11,9,13,12,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9,14,5,14,7,12,10,6,13,14,5,14,11,13,15,11,5,11,13,7,13,3,10,14,13,4,14,10,13,13,14,14,6,5,13,10,14,11,12,4,13,5,9,12,10,15,3,14,5,13,10,9,14,14,6,15,12,14,15,10,5,11,14,4,13,3,11,14,14,6,14,6,13,9,13,14,6,8,13,10,13,10,14,5,12,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,9,14,2,15,4,12,9,10,15,14,5,14,13,14,15,12,4,11,14,4,14,3,11,14,14,5,15,5,12,4,11,15,10,6,13,10,14,9,14,3,13,2,10
"354",27891,"11/14/13 15:56","11/14/13 17:59",10,11,10,12,12,7,4,12,6,1,13,11,7,12,8,9,10,6,13,8,6,8,6,6,11,15,11,8,7,5,6,10,8,8,10,12,10,5,11,6,11,11,10,12,10,13,9,9,12,6,10,10,7,11,9,11,5,6,8,3,10,12,10,9,10,12,14,12,12,7,5,9,12,13,1,8,11,11,14,12,13,11,15,7,11,10,7,10,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15,12,9,9,5,13,13,6,11,8,10,13,15,12,13,6,5,7,10,8,7,11,5,6,11,13,8,13,15,12,11,11,7,1,9,11,6,8,11,1,12,8,9,10,13,13,8,10,6,13,12,5,15,10,9,12,12,10,12,3,6,8,13,6,10,12,4,7,11,8,8,12,14,11,10,12,5,1,9,12,12,12,12,1,8,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",10468,"11/23/13 12:05","11/25/13 16:27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",60221,"11/18/13 16:52","11/18/13 18:31",12,9,9,4,12,9,14,3,9,2,12,13,2,12,13,7,14,14,11,10,9,13,3,13,5,14,7,7,13,1,8,15,8,7,14,12,13,10,7,3,13,13,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,11,7,15,8,13,8,10,15,13,3,10,9,14,14,15,9,9,15,6,13,6,13,14,12,5,12,7,14,2,15,8,13,2,13,4,13,8,15,1,11,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",39540,"11/7/13 16:26","11/7/13 17:38",8,11,7,15,15,14,2,7,6,2,8,9,1,15,12,10,14,1,9,1,5,5,7,13,15,15,15,13,4,15,15,15,14,15,11,13,13,7,15,14,12,10,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",8951,"11/8/13 16:48","11/8/13 18:49",12,11,13,9,11,4,14,12,3,6,12,7,6,8,10,7,9,11,8,13,10,9,10,8,12,8,9,9,4,8,5,11,12,15,7,12,13,4,9,12,12,12,10,12,13,11,10,6,8,7,12,10,7,9,10,10,8,11,12,8,10,10,10,11,12,7,5,9,10,5,6,8,10,9,7,11,12,6,10,12,10,11,13,5,10,12,6,10,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,8,10,8,7,3,11,13,6,11,9,3,13,10,7,10,11,13,13,11,4,13,12,10,9,9,9,8,9,10,10,10,8,8,11,11,8,7,6,10,6,12,15,9,13,11,11,8,10,6,9,14,8,12,10,7,12,8,11,10,9,11,13,13,5,12,12,9,11,9,6,10,9,10,9,11,10,10,12,12,8,4,11,11,7,11,13,9,13,10,12,5,12,6,11,12,11,12,11,5,10,6,10,9,13,11,11,11,6,13,13,10,7,9,7,9,6,10,10,11,10,8,10,12,7,8,8,10,6,11,12,7,12,9,10,5,9,6,8,10,7,10,10,5,11,6,9,9,8,10,10,11,7,11,10,10,10,7,5,7,6,10,9,10,10,8,7,10,7,6,8,10,7,10,10,6
"359",59611,"11/13/13 9:36","11/13/13 13:12",1,12,15,9,11,8,1,13,15,15,5,8,3,14,15,2,12,9,15,1,15,12,10,15,4,10,10,15,15,13,15,9,6,2,15,15,14,5,15,2,1,1,6,13,5,11,15,9,12,12,4,8,12,15,10,13,11,1,4,15,9,15,12,15,7,1,15,9,15,15,13,15,1,11,3,7,1,10,9,5,15,7,11,15,15,1,11,11,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,15,4,7,12,2,9,10,13,11,9,12,15,14,13,9,1,9,11,11,8,10,9,5,15,15,15,7,15,12,2,15,15,15,15,8,15,9,7,15,8,6,13,5,13,15,5,10,9,6,11,10,14,11,5,13,12,13,13,8,5,10,13,15,7,10,15,8,15,10,15,8,15,12,8,15,14,11,6,15,15,3,15,4,8,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",9086,"11/18/13 17:21","11/18/13 19:03",2,8,10,13,8,15,8,2,3,5,2,8,2,12,10,10,3,11,3,8,2,8,11,8,13,13,14,12,3,3,13,8,13,8,9,15,13,15,3,4,8,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",17310,"11/13/13 15:52","11/13/13 17:05",15,8,15,8,10,13,15,1,13,8,15,13,1,15,13,10,12,14,11,1,8,10,2,15,15,8,5,15,8,13,13,11,10,8,8,15,15,2,10,2,13,15,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",35350,"11/7/13 15:49","11/7/13 18:08",10,11,13,12,7,12,14,11,12,11,5,2,2,13,13,3,10,14,3,14,14,3,9,13,11,9,14,12,12,11,11,14,15,12,7,15,15,10,9,9,13,15,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",99186,"11/14/13 15:56","11/14/13 17:47",13,9,14,7,13,12,11,13,11,12,10,13,3,12,12,3,13,13,8,9,12,12,6,7,13,13,11,13,14,12,12,11,8,7,9,14,9,4,10,13,9,9,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,14,5,12,8,9,9,9,12,10,5,14,12,12,9,8,7,11,11,8,11,11,8,12,12,9,8,9,10,7,9,13,9,11,14,12,8,9,10,9,8,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",90934,"11/16/13 12:01","11/16/13 14:56",9,5,7,10,9,9,13,9,12,4,5,7,1,11,8,9,10,14,6,9,8,9,8,7,11,11,9,13,11,5,8,9,11,11,11,11,7,10,7,10,11,12,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,9,8,9,9,9,9,9,9,9,5,9,9,9,9,12,10,7,8,10,10,10,9,8,6,7,8,11,10,9,10,10,10,7,9,7,8,9,8,7,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,9,NA,9,9,9,11,10,12,11,3,10,7,8,10,11,8,6,7,9,10,9,11,10,7,7,7,10,11,9,10,10,10,9,10,7,10,8,9,6,10,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",62752,"11/13/13 16:08","11/13/13 17:26",12,12,12,11,11,2,15,10,13,5,13,9,9,11,10,5,12,9,12,12,15,10,7,11,9,10,5,10,12,13,10,9,12,13,5,15,6,4,14,15,13,11,14,15,13,11,12,5,9,3,15,11,5,9,8,11,12,13,13,14,9,13,7,15,14,5,9,6,11,12,9,15,8,8,6,11,13,6,10,12,8,12,15,12,11,6,5,8,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,9,11,3,9,13,15,15,12,11,13,9,10,10,10,12,10,15,2,15,13,14,11,12,6,13,4,12,11,8,13,13,13,15,11,13,12,10,3,10,13,12,13,11,13,10,12,4,11,15,13,15,15,10,13,13,8,11,8,12,8,15,3,15,13,14,8,13,6,12,3,13,9,10,8,12,8,13,13,11,9,8,4,11,15,8,13,12,13,7,9,4,11,15,15,15,14,7,13,8,10,12,13,14,9,13,4,15,15,14,6,13,5,15,5,12,10,11,13,14,8,12,14,15,9,11,5,13,15,8,13,6,13,6,9,4,12,15,13,15,13,5,13,8,9,11,12,10,7,13,4,13,13,13,9,13,6,15,3,11,7,11,9,13,8,13,10,12,7,9,6,12,12,11
"366",42097,"11/7/13 15:49","11/7/13 17:43",14,9,13,6,13,3,14,9,13,15,15,14,5,12,13,4,13,13,14,13,14,13,10,13,3,2,7,12,13,11,9,13,13,10,13,14,9,6,2,7,15,14,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
